timestamp,server_id,cpu,memory,disk,temperature,health,status,max_memory,max_cpu,target_temp,auto_restart,net_up_speed,net_down_speed,power_watts,fan_rpm,latency
2026-01-14 10:43:31,2,16.92,49.15,52.38,45.49,100.0,running,100.0,100.0,40.0,False,49.9,129.3,168.3,2676,40.4
2026-01-14 10:43:31,3,45.05,58.82,60.13,52.81,100.0,running,100.0,100.0,40.0,False,101.8,148.9,238.5,2834,50.0
2026-01-14 10:43:31,4,39.8,51.56,39.52,48.5,100.0,running,100.0,100.0,40.0,False,60.4,137.8,221.5,2767,44.3
2026-01-14 10:43:31,5,47.24,69.08,53.34,51.89,100.0,running,100.0,100.0,40.0,False,108.3,174.8,254.6,2772,57.0
2026-01-14 10:43:31,6,70.43,73.37,38.39,56.52,100.0,running,100.0,100.0,40.0,False,123.9,139.4,309.8,2869,57.8
2026-01-14 10:43:31,7,77.69,57.59,55.85,57.09,100.0,running,100.0,100.0,40.0,False,162.3,241.4,325.8,2843,59.9
2026-01-14 10:43:31,8,39.96,64.36,39.72,49.68,100.0,running,100.0,100.0,40.0,False,85.4,83.8,233.8,2732,49.2
2026-01-14 10:43:31,9,67.65,47.69,58.8,54.99,100.0,off,100.0,100.0,40.0,False,117.2,234.2,289.4,2913,55.1
2026-01-14 10:43:31,10,38.72,62.86,55.64,50.27,100.0,running,100.0,100.0,40.0,False,63.1,70.2,233.2,2730,49.2
2026-01-14 10:43:36,1,37.44,44.53,67.72,48.6,100.0,running,100.0,100.0,40.0,False,68.3,84.7,214.5,2827,38.8
2026-01-14 10:43:36,2,20.56,52.85,52.73,44.97,100.0,running,100.0,100.0,40.0,False,31.2,109.5,176.8,2734,37.0
2026-01-14 10:43:36,3,46.53,59.66,60.58,52.12,100.0,running,100.0,100.0,40.0,False,97.3,190.4,248.7,2911,55.7
2026-01-14 10:43:36,4,47.56,53.97,39.96,49.92,100.0,running,100.0,100.0,40.0,False,82.8,114.1,245.6,2840,49.3
2026-01-14 10:43:36,5,45.64,72.75,53.61,52.74,100.0,running,100.0,100.0,40.0,False,92.8,126.6,251.2,2859,52.1
2026-01-14 10:43:36,6,84.52,79.85,38.83,58.64,100.0,running,100.0,100.0,40.0,False,186.2,165.5,348.7,2975,71.3
2026-01-14 10:43:36,7,85.93,59.82,56.14,58.8,100.0,running,100.0,100.0,40.0,False,179.7,228.4,339.9,2952,69.7
2026-01-14 10:43:36,8,52.54,67.22,39.86,51.17,100.0,running,100.0,100.0,40.0,False,88.8,194.9,268.5,2815,56.7
2026-01-14 10:43:36,9,0,0,58.8,49.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:43:36,10,40.35,63.84,56.03,50.64,100.0,running,100.0,100.0,40.0,False,72.2,63.1,229.3,2810,43.5
2026-01-14 10:43:41,1,37.99,46.38,68.09,49.37,100.0,running,100.0,100.0,40.0,False,74.0,57.2,220.5,2891,36.2
2026-01-14 10:43:41,2,22.07,56.73,53.09,44.62,100.0,running,100.0,100.0,40.0,False,41.9,73.5,183.2,2783,42.8
2026-01-14 10:43:41,3,44.57,58.77,61.03,51.53,100.0,running,100.0,100.0,40.0,False,94.2,76.7,244.3,2978,51.4
2026-01-14 10:43:41,4,46.33,56.77,40.4,50.72,100.0,running,100.0,100.0,40.0,False,97.4,123.7,247.3,2910,53.3
2026-01-14 10:43:41,5,50.24,77.32,53.88,53.62,100.0,running,100.0,100.0,40.0,False,107.1,114.5,265.9,2941,58.3
2026-01-14 10:43:41,6,79.99,78.11,39.26,58.85,100.0,running,100.0,100.0,40.0,False,151.3,171.7,335.8,3072,66.0
2026-01-14 10:43:41,7,86.35,63.73,56.44,59.52,100.0,running,100.0,100.0,40.0,False,192.0,261.5,346.3,3055,67.1
2026-01-14 10:43:41,8,54.86,68.43,40.01,52.96,100.0,running,100.0,100.0,40.0,False,121.9,202.2,271.9,2898,53.8
2026-01-14 10:43:41,9,0,0,58.8,44.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:43:41,10,43.72,62.88,56.41,51.32,100.0,running,100.0,100.0,40.0,False,104.6,126.5,243.1,2886,46.5
2026-01-14 10:43:46,1,40.01,46.56,68.45,49.44,100.0,running,100.0,100.0,40.0,False,88.4,141.6,222.0,2949,40.8
2026-01-14 10:43:46,2,17.34,54.8,53.44,44.17,100.0,running,100.0,100.0,40.0,False,24.0,102.2,166.4,2826,34.5
2026-01-14 10:43:46,3,41.21,59.59,61.48,50.98,100.0,running,100.0,100.0,40.0,False,93.6,136.2,230.9,3035,52.4
2026-01-14 10:43:46,4,47.92,60.98,40.83,50.46,100.0,running,100.0,100.0,40.0,False,99.7,78.3,252.1,2971,45.3
2026-01-14 10:43:46,5,56.22,76.53,54.15,54.71,100.0,running,100.0,100.0,40.0,False,114.8,100.7,282.6,3020,59.9
2026-01-14 10:43:46,6,75.49,81.96,39.7,58.86,100.0,running,100.0,100.0,40.0,False,163.1,232.9,327.3,3159,70.0
2026-01-14 10:43:46,7,84.76,68.41,56.73,60.24,100.0,running,100.0,100.0,40.0,False,166.4,150.9,350.0,3150,62.8
2026-01-14 10:43:46,8,57.61,69.13,40.15,54.46,100.0,running,100.0,100.0,40.0,False,124.1,121.9,274.4,2980,54.5
2026-01-14 10:43:46,9,0,0,58.8,39.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:43:46,10,46.85,63.07,56.8,51.65,100.0,running,100.0,100.0,40.0,False,86.9,144.7,253.3,2955,54.4
2026-01-14 10:43:51,1,41.67,48.61,68.82,49.79,100.0,running,100.0,100.0,40.0,False,67.1,75.1,228.7,3003,45.9
2026-01-14 10:43:51,2,24.6,54.45,53.79,44.22,100.0,running,100.0,100.0,40.0,False,45.3,115.6,191.2,2864,42.5
2026-01-14 10:43:51,3,46.8,58.67,61.93,51.91,100.0,running,100.0,100.0,40.0,False,96.2,140.8,244.0,3091,45.4
2026-01-14 10:43:51,4,53.38,62.65,41.27,52.19,100.0,running,100.0,100.0,40.0,False,105.2,107.3,260.0,3035,52.5
2026-01-14 10:43:51,5,62.71,77.17,54.42,55.76,100.0,running,100.0,100.0,40.0,False,116.2,216.8,298.5,3097,61.0
2026-01-14 10:43:51,6,73.7,84.55,40.14,59.63,100.0,running,100.0,100.0,40.0,False,140.2,127.7,327.8,3241,67.7
2026-01-14 10:43:51,7,91.58,70.58,57.02,61.91,100.0,running,100.0,100.0,40.0,False,170.0,205.3,366.9,3245,67.6
2026-01-14 10:43:51,8,62.16,72.15,40.29,54.53,100.0,running,100.0,100.0,40.0,False,105.4,114.9,291.9,3055,63.5
2026-01-14 10:43:51,9,0,0,58.8,34.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:43:51,10,46.92,63.42,57.18,51.01,100.0,running,100.0,100.0,40.0,False,99.4,78.5,246.2,3015,44.8
2026-01-14 10:43:56,1,46.4,52.58,69.19,50.47,100.0,running,100.0,100.0,40.0,False,73.2,133.1,247.1,3055,50.7
2026-01-14 10:43:56,2,30.81,58.97,54.15,45.87,100.0,running,100.0,100.0,40.0,False,42.0,107.5,210.5,2907,45.2
2026-01-14 10:43:56,3,42.31,60.96,62.38,50.74,100.0,running,100.0,100.0,40.0,False,98.5,134.7,234.9,3135,49.5
2026-01-14 10:43:56,4,52.72,65.26,41.71,53.11,100.0,running,100.0,100.0,40.0,False,86.4,160.9,262.5,3097,50.8
2026-01-14 10:43:56,5,69.44,77.92,54.69,57.5,100.0,running,100.0,100.0,40.0,False,142.8,174.5,311.7,3175,67.2
2026-01-14 10:43:56,6,83.78,86.35,40.58,60.83,100.0,running,100.0,100.0,40.0,False,179.9,177.2,351.6,3321,71.7
2026-01-14 10:43:56,7,92.69,68.7,57.31,63.1,100.0,running,100.0,100.0,40.0,False,198.3,195.7,366.8,3336,65.8
2026-01-14 10:43:56,8,55.98,69.8,40.43,55.58,100.0,running,100.0,100.0,40.0,False,124.3,173.4,274.9,3127,60.9
2026-01-14 10:43:56,9,0,0,58.8,29.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:43:56,10,49.93,66.29,57.57,51.85,100.0,running,100.0,100.0,40.0,False,100.4,196.7,262.8,3072,50.4
2026-01-14 10:44:01,1,53.52,52.5,69.55,51.51,100.0,running,100.0,100.0,40.0,False,125.0,126.3,261.2,3107,50.2
2026-01-14 10:44:01,2,30.07,59.26,54.5,47.08,100.0,running,100.0,100.0,40.0,False,64.7,126.4,207.5,2952,40.4
2026-01-14 10:44:01,3,40.02,60.3,62.83,50.46,100.0,running,100.0,100.0,40.0,False,90.4,164.1,232.5,3174,49.0
2026-01-14 10:44:01,4,57.83,69.41,42.15,54.74,100.0,running,100.0,100.0,40.0,False,103.7,184.7,274.3,3161,55.2
2026-01-14 10:44:01,5,69.39,76.05,54.96,58.31,100.0,running,100.0,100.0,40.0,False,151.3,217.8,310.5,3249,63.9
2026-01-14 10:44:01,6,92.72,88.92,41.02,62.61,100.0,running,100.0,100.0,40.0,False,184.1,172.9,379.6,3402,79.9
2026-01-14 10:44:01,7,91.68,66.91,57.61,64.14,100.0,running,100.0,100.0,40.0,False,176.2,168.7,357.8,3423,64.3
2026-01-14 10:44:01,8,55.6,73.53,40.58,56.01,100.0,running,100.0,100.0,40.0,False,120.7,188.4,276.5,3195,58.2
2026-01-14 10:44:01,9,0,0,58.8,24.99,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:01,10,52.15,67.85,57.95,51.64,100.0,running,100.0,100.0,40.0,False,111.5,113.1,262.8,3123,53.3
2026-01-14 10:44:06,1,58.78,51.54,69.92,52.14,100.0,running,100.0,100.0,40.0,False,116.1,119.7,268.8,3157,52.3
2026-01-14 10:44:06,2,26.69,59.95,54.86,46.57,100.0,running,100.0,100.0,40.0,False,51.6,128.3,195.8,2989,43.0
2026-01-14 10:44:06,3,45.37,59.75,63.28,50.73,100.0,running,100.0,100.0,40.0,False,93.8,147.6,241.0,3210,49.9
2026-01-14 10:44:06,4,54.53,68.52,42.59,55.2,100.0,running,100.0,100.0,40.0,False,116.8,148.9,274.2,3221,59.1
2026-01-14 10:44:06,5,78.27,77.29,55.23,58.47,100.0,running,100.0,100.0,40.0,False,145.9,205.9,331.9,3316,66.2
2026-01-14 10:44:06,6,100.0,93.23,41.46,64.21,99.5,running,100.0,100.0,40.0,False,214.2,231.0,400.4,3483,81.4
2026-01-14 10:44:06,7,91.67,68.23,57.9,64.51,100.0,running,100.0,100.0,40.0,False,197.9,163.8,360.7,3503,73.3
2026-01-14 10:44:06,8,65.12,77.75,40.72,57.12,100.0,running,100.0,100.0,40.0,False,140.7,159.5,305.6,3261,60.2
2026-01-14 10:44:06,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:06,10,55.69,66.13,58.34,52.59,100.0,running,100.0,100.0,40.0,False,119.5,111.9,273.6,3174,55.2
2026-01-14 10:44:11,1,59.19,54.17,70.28,52.82,100.0,running,100.0,100.0,40.0,False,104.7,208.0,278.6,3205,52.2
2026-01-14 10:44:11,2,24.01,61.47,55.21,45.99,100.0,running,100.0,100.0,40.0,False,65.3,139.1,187.4,3020,47.7
2026-01-14 10:44:11,3,47.9,59.55,63.73,52.02,100.0,running,100.0,100.0,40.0,False,96.8,156.8,253.0,3249,51.4
2026-01-14 10:44:11,4,58.7,68.74,43.03,54.82,100.0,running,100.0,100.0,40.0,False,121.9,215.0,283.8,3273,55.8
2026-01-14 10:44:11,5,83.61,78.63,55.5,59.53,100.0,running,100.0,100.0,40.0,False,166.5,246.7,348.4,3382,69.3
2026-01-14 10:44:11,6,100.0,97.06,41.89,64.74,99.0,off,100.0,100.0,40.0,False,186.8,287.3,394.8,3558,81.1
2026-01-14 10:44:11,7,89.73,73.13,58.19,63.99,100.0,running,100.0,100.0,40.0,False,199.5,224.6,359.9,3573,69.5
2026-01-14 10:44:11,8,59.42,76.54,40.86,56.38,100.0,running,100.0,100.0,40.0,False,102.3,140.4,289.7,3316,61.2
2026-01-14 10:44:11,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:11,10,60.01,68.29,58.72,54.3,100.0,running,100.0,100.0,40.0,False,113.6,155.7,283.1,3228,62.4
2026-01-14 10:44:16,1,63.07,52.64,70.65,53.52,100.0,running,100.0,100.0,40.0,False,112.3,153.5,281.7,3252,52.8
2026-01-14 10:44:16,2,24.11,63.46,55.56,46.7,100.0,running,100.0,100.0,40.0,False,41.0,88.7,188.1,3052,43.4
2026-01-14 10:44:16,3,47.08,61.35,64.18,52.01,100.0,running,100.0,100.0,40.0,False,85.3,123.6,243.4,3284,51.6
2026-01-14 10:44:16,4,60.57,71.82,43.47,56.03,100.0,running,100.0,100.0,40.0,False,112.1,170.9,289.3,3325,58.7
2026-01-14 10:44:16,5,81.93,81.91,55.77,61.21,100.0,running,100.0,100.0,40.0,False,146.8,255.0,348.8,3450,76.0
2026-01-14 10:44:16,6,0,0,41.89,59.74,99.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:16,7,90.95,77.73,58.48,64.33,100.0,running,100.0,100.0,40.0,False,191.7,194.8,368.9,3637,76.8
2026-01-14 10:44:16,8,62.36,80.34,41.0,56.29,100.0,running,100.0,100.0,40.0,False,137.2,176.2,294.7,3366,67.7
2026-01-14 10:44:16,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:16,10,58.8,72.55,59.11,54.1,100.0,running,100.0,100.0,40.0,False,119.4,135.3,286.4,3276,54.2
2026-01-14 10:44:21,1,65.64,53.89,71.01,55.25,100.0,running,100.0,100.0,40.0,False,118.3,131.6,294.5,3303,56.8
2026-01-14 10:44:21,2,22.64,63.58,55.92,46.91,100.0,running,100.0,100.0,40.0,False,59.3,97.3,193.3,3081,43.9
2026-01-14 10:44:21,3,47.55,63.29,64.63,52.9,100.0,running,100.0,100.0,40.0,False,75.3,99.6,250.4,3320,48.6
2026-01-14 10:44:21,4,60.7,70.72,43.9,55.54,100.0,running,100.0,100.0,40.0,False,132.5,111.2,283.0,3371,54.3
2026-01-14 10:44:21,5,79.43,80.66,56.04,60.3,100.0,running,100.0,100.0,40.0,False,142.9,149.6,341.0,3506,68.2
2026-01-14 10:44:21,6,0,0,41.89,54.74,99.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:21,7,96.14,82.6,58.78,63.84,100.0,running,100.0,100.0,40.0,False,196.6,222.8,379.4,3692,79.4
2026-01-14 10:44:21,8,63.09,85.27,41.15,57.43,100.0,running,100.0,100.0,40.0,False,142.5,123.1,300.1,3417,61.1
2026-01-14 10:44:21,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:21,10,63.26,76.53,59.49,55.06,100.0,running,100.0,100.0,40.0,False,127.3,221.6,300.4,3323,59.0
2026-01-14 10:44:26,1,73.06,53.59,71.38,57.0,100.0,running,100.0,100.0,40.0,False,148.6,168.4,309.8,3358,61.6
2026-01-14 10:44:26,2,30.44,64.27,56.27,47.66,100.0,running,100.0,100.0,40.0,False,74.4,43.6,209.4,3111,47.4
2026-01-14 10:44:26,3,48.23,62.69,65.08,52.91,100.0,running,100.0,100.0,40.0,False,79.8,161.1,254.9,3353,49.9
2026-01-14 10:44:26,4,63.37,74.8,44.34,56.1,100.0,running,100.0,100.0,40.0,False,131.9,190.3,293.7,3414,64.5
2026-01-14 10:44:26,5,82.91,78.74,56.31,60.78,100.0,running,100.0,100.0,40.0,False,166.9,247.2,342.3,3560,77.0
2026-01-14 10:44:26,6,0,0,41.89,49.74,99.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:26,7,100.0,82.8,59.07,64.76,99.5,running,100.0,100.0,40.0,False,190.0,186.9,396.3,3747,73.0
2026-01-14 10:44:26,8,68.04,83.82,41.29,58.48,100.0,running,100.0,100.0,40.0,False,151.5,118.2,309.4,3467,69.2
2026-01-14 10:44:26,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:26,10,66.45,76.73,59.88,55.22,100.0,running,100.0,100.0,40.0,False,130.8,142.4,299.9,3367,61.2
2026-01-14 10:44:31,1,72.71,56.07,71.74,56.79,100.0,running,100.0,100.0,40.0,False,128.4,133.8,310.9,3406,60.2
2026-01-14 10:44:31,2,32.38,68.5,56.62,47.66,100.0,running,100.0,100.0,40.0,False,60.3,99.3,219.5,3138,48.8
2026-01-14 10:44:31,3,45.51,62.17,65.53,52.9,100.0,running,100.0,100.0,40.0,False,101.4,142.7,240.7,3382,46.1
2026-01-14 10:44:31,4,60.32,78.18,44.78,55.68,100.0,running,100.0,100.0,40.0,False,132.3,156.2,289.0,3451,59.1
2026-01-14 10:44:31,5,83.13,81.89,56.58,60.71,100.0,running,100.0,100.0,40.0,False,159.1,173.9,352.9,3607,72.7
2026-01-14 10:44:31,6,0,0,41.89,44.74,99.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:31,7,100.0,85.46,59.36,64.55,99.0,running,100.0,100.0,40.0,False,207.1,289.3,388.5,3795,76.7
2026-01-14 10:44:31,8,64.61,85.52,41.43,58.43,100.0,running,100.0,100.0,40.0,False,138.8,136.5,299.3,3513,60.3
2026-01-14 10:44:31,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:31,10,74.8,81.11,60.26,56.86,100.0,running,100.0,100.0,40.0,False,151.1,154.7,331.7,3415,65.7
2026-01-14 10:44:36,1,70.74,59.11,72.11,57.59,100.0,running,100.0,100.0,40.0,False,148.3,136.8,308.6,3453,57.4
2026-01-14 10:44:36,2,32.32,70.69,56.98,47.36,100.0,running,100.0,100.0,40.0,False,58.6,152.1,217.9,3161,46.4
2026-01-14 10:44:36,3,42.97,63.62,65.98,52.48,100.0,running,100.0,100.0,40.0,False,74.6,136.8,242.6,3406,52.7
2026-01-14 10:44:36,4,64.16,79.92,45.22,55.35,100.0,running,100.0,100.0,40.0,False,148.1,140.7,302.9,3482,60.8
2026-01-14 10:44:36,5,82.23,82.2,56.85,60.87,100.0,running,100.0,100.0,40.0,False,182.8,249.0,351.1,3651,73.8
2026-01-14 10:44:36,6,0,0,41.89,39.74,99.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
2026-01-14 10:44:36,7,98.67,88.77,59.66,64.54,98.5,running,100.0,100.0,40.0,False,186.7,268.2,395.5,3838,77.6
2026-01-14 10:44:36,8,71.49,89.06,41.57,58.94,100.0,running,100.0,100.0,40.0,False,132.0,194.3,325.8,3556,66.6
2026-01-14 10:44:36,9,0,0,58.8,20,100.0,off,100.0,100.0,40.0,False,0.0,0.0,5.0,0,0.0
